id,name,street,city,region,postal code,phone,email,website,zone,country
531,Temple's Sporting Goods,1524 6th Ave,Moline,IL,61265,309-764-8313,,,USA,USA
883,The Reaper's Den,8919 McGaw Court,Columbia,MD,21045,410-381-4571,,http://www.reapersden.com,USA,USA
478,The Sports Basement,1881 Ygnacio Valley Road,Walnut Creek,CA,94598,925-941-6110,,,USA,USA
363,The Sports Locker,711 West State Street,Olean,NY,14760,716-373-1411,,,USA,USA
884,Top Prospect Sports Academy,19450 Peachland Blvd.,Port Charlotte,FL,33948,941-626-1274,,,USA,USA
629,Triple Crown Training Facility,7855 Plaza Drive,Denver,NC,28037,704-483-4545,,,USA,USA
630,Triple Play Party Center,3186 Gateway Lane,Cantonment,FL,32533,850-479-1122,,,USA,USA
141,Triple Play Youth Athletics,1119 Vinyard Road,Vinton,VA,24179,540-904-6899,,http://www.tripleplayyouthathletics.com,USA,USA
485,Triple S Sports,200 Deb Ave,Waco,TX,76712,254-776-6550,,http://www.triple-s-sports.com,USA,USA
375,Universal Athletic - Gillette,2701 S. Douglas Hwy Unit F2,Gillette,WY,82718,800-343-2103,,http://www.universalathletic.com,USA,USA
533,Victus Sports,1001 Lower Landing Road,Blackwood,NJ,8012,265-225-2287,,http://www.victussports.com,USA,USA
885,Viking Athletic Goods,12 E. Arrow,Marshall,MO,65340,660-886-6881,,,USA,USA
886,Willie's Sport Shop,113 W Main Street,Centralia,WA,98531,360-736-9994,,http://www.williessportshop.net,USA,USA
887,Zorba Inc,409 Covent Ave.,Laredo,TX,78040,956-725-5579,,,USA,USA
801,Complete Game Pro Shop,474 Apollo Drive,Lino Lakes,MN,55014,763-392-1407,,http://www.completegameproshop.com,USA,USA
726,Sportstan,94-547 Uk'ee St,Waipahu,HI,96797,(808) 676-STAN (7826),,,USA,USA
519,Inferno Sports,PO Box 851,Exton,PA,19341,610-803-1729,,http://www.infernosports.com,USA,USA
923,All Out Sports,"32183 Dupont Boulevard, #10",Dagsboro,DE,19939,302-732-1233,,,USA,USA
924,All Star Sporting Goods,1709 W Kingshighway,Paragould,AR,72450,870-239-5109,,http://www.all-starsports.com,USA,USA
925,Atlantic Baseball Club,150 Corporate Park Drive Suite 2100,Pembroke,MA,2359,781-837-4263,,http://www.atlanticbaseballclub.org,USA,USA
926,Beaver Bat Company,3422 Hampton Road,Oceanside,NY,11572,516-442-1123,,http://www.beaverbatcompany.com,USA,USA
927,Benik Baseball,6752 Lantana Road,Lake Worth,FL,33467,561-434-0080,,,USA,USA
928,Best Sports Direct,41114 N. Crockett Ct.,Anthem,AZ,85086,888-852-4550,,http://www.bestsportsdirect.com,USA,USA
929,Burlington Sporting Goods,2233 Hanford Rd.,Burlington,NC,27215,336-226-6634,,http://www.burlingtonsportinggoods.com,USA,USA
930,Compass Athletics,1901 Main Street,Woodward,OK,73801,580-256-7045,,http://www.compass-athletics.com,USA,USA
932,Core Softball Sales,219 West Northampton Street,Bath,PA,18014,610-417-0448,,,USA,USA
933,Crunoz Sports,"728 East 136th Street, Suite 4B",Bronx,NY,10454,,,http://www.crunoz.com,USA,USA
934,Darrow's Sporting Edge,531 US 22,Whitehouse Station,NJ,8889,908-534-2838,,http://www.darrowsports.com,USA,USA
935,Diamond Sport Gear,1580 N. Leroy Street,Fenton,MI,48430,810-629-0718,,http://www.diamondsportgear.com,USA,USA
936,EB Sports,2801-3K North Ward Street,Wilson,NC,27893,252-291-5411,,http://www.ebsportsnc.com,USA,USA
937,Extra Innings Baltimore,7904 Rossville Blvd.,Baltimore,MD,21236,410-665-6789,,http://www.extrainnings-baltimorenorth.com,USA,USA
938,Extra Innings Elkridge,6685C Santa Barbara Ct.,Elkridge,MD,21075,410-540-9399,,http://www.extrainnings-elkridge.com,USA,USA
939,Fallout Sports,212 N. Crawford Ave.,Norman,OK,73071,405-701-5933,,http://www.falloutsports.com,USA,USA
940,Grand Slam USA - Matthews,10715 Independence Pointe Parkway,Matthews,NC,28105,704-847-5333,,http://www.grandslamusa.org,USA,USA
941,Gulfshore Sport Store,7686 49th Street North,Pinellas Park,FL,33781,727-541-6488,,,USA,USA
942,Hitting World,1480 Moraga Road #I-272,Moraga,CA,94556,877-300-0087,,http://www.hittingworld.com,USA,USA
943,Impact Team Sports,1986 Seward Ave.,Naples,FL,34109,239-513-1212,,,USA,USA
944,Koch Sporting Goods,131 W. 4th Street,Cincinnati,OH,45202,513-621-2352,,http://www.kochsports.com,USA,USA
945,Legendz Sporting Goods,14918 Paramount Blvd.,Paramount,CA,90723,562-633-3977,,,USA,USA
946,Lima Sporting Goods,1404 Allentown Road,Lima,OH,45805,419-222-1036,,http://www.limasportinggoods.net,USA,USA
947,Lloyd Sixsmith Sporting Goods,7554 Frankford Avenue,Philadelphia,PA,19136,215-624-6670,,http://www.lloydsixsmith.com,USA,USA
948,M & M Batter Up,130 Hicksville Road,Bethpage,NY,11714,516-731-2020,,http://www.batterupli.com,USA,USA
949,Mid-America Sports Advantage,1413 S. Meridian Road,Jasper,IN,47456,800-264-4519,,http://www.sportsadvantage.com,USA,USA
950,New York Nationals,170 Wilbur Place,Bohemia,NY,11716,631-319-1122,,http://www.nynationals.com,USA,USA
951,New York Nationals,80 Carrol Ave.,Lake Ronkonkoma,NY,11779,631-319-1122,,http://www.nynationals.com,USA,USA
952,Oak Tree Sports Center,910 Oak Tree Avenue,South Plainfield,NJ,7080,908-756-4446,,http://www.bbgrandslam.com,USA,USA
953,OC Sports Exchange,1016 N. Tustin Street,Orange,CA,92867,714-633-1976,,http://www.ocsportsxchange.com,USA,USA
954,O'hara's Sports Inc.,9450 Calumet Avenue,Munster,IN,46321,219-836-5554,,http://www.oharassportsinc.com,USA,USA
955,Paragon Athletic Goods,867 Broadway,New York,NY,10003,212-255-8036,,http://www.paragonsports.com,USA,USA
956,Pastime Sports Academy,1919 Clearing Ct.,New Lenox,IL,60451,815-462-4487,,http://www.pastimeacademy.com,USA,USA
957,Peligro Sports,2200 Amsterdam Avenue,New York,NY,10032,212-568-0222,,http://www.peligrosportsnyc.com,USA,USA
958,Play It Again Sports - Albuquerque,3301 Coors NW,Albuquerque,NM,87120,505-890-7041,,http://www.playitagainsportsabq.com,USA,USA
959,Play It Again Sports - Albuquerque,7401 Menaul Blvd NE,Albuquerque,NM,87110,505-881-0551,,http://www.playitagainsportsalbuquerque.com,USA,USA
960,Play It Again Sports - Appleton,611 W. Northland Avenue,Appleton,WI,54911,920-735-0432,,http://www.playitagainsportsappleton.com,USA,USA
961,Play It Again Sports - Aurora,18883 E Hampden Avenue Unit 193,Aurora,CO,80013,303-627-6301,,http://www.playitagainsportsaurora.com,USA,USA
962,Play It Again Sports - Austin,2933 W Anderson Lane,Austin,TX,78757,512-451-8976,,http://www.playitagainsportsaustin.com,USA,USA
963,Play It Again Sports - Austin,4211 S. Lamar Boulevard,Austin,TX,78704,512-444-2270,,http://www.playitagainsportsaustin.com,USA,USA
964,Play It Again Sports - Beaverton,9244 SW Beaverton-Hillsdale Hwy,Beaverton,OR,97005,503-292-4552,,http://www.playitagainsportsbeaverton.com,USA,USA
965,Play It Again Sports - Bozeman,1707 W Oak St Ste C,Bozeman,MT,59715,406-587-7427,,http://www.playitagainsportsbozeman.com,USA,USA
966,Play It Again Sports - Brentwood,"1701 Mallory Lane, Suite 350",Brentwood,TN,37027,615-661-1107,,http://www.playitagainsportsfranklin.com,USA,USA
967,Play It Again Sports - Buckhead,3872 Roswell Rd,Atlanta,GA,30342,404-257-0229,,http://www.playitagainsportsbuckhead.com,USA,USA
968,Play It Again Sports - Burlington,3280 South Church Street,Burlington,NC,27215,336-350-8672,,,USA,USA
969,Play It Again Sports - Cartersville,410 Cherokee Place,Cartersville,GA,30121,770-386-8866,,http://www.playitagainsportscartersville.com,USA,USA
970,Play It Again Sports - Cedar Rapids,3657 1st Avenue SE,Cedar Rapids,IA,52402,319-366-8664,,http://www.playitagainsportscr.com,USA,USA
972,Play It Again Sports - Chico,1937 E 20th Street,Chico,CA,95928,530-345-7427,,,USA,USA
973,Play It Again Sports - Cinncinnati,4329 Red Bank Rd.,Cinncinnati,OH,45227,513-321-1711,,http://www.playitagainsportsredbankrd.com,USA,USA
974,Play It Again Sports - Cinncinnati2,9990 Kings Auto Mall Drive,Cincinnati,OH,45249,513-583-0040,,http://www.playitagainsportskingsautomall.com,USA,USA
975,Play It Again Sports - Clarksville,121 Terminal Road,Clarksville,TN,37040,931-645-8033,,http://www.playitagainsportsclarksvilletn.com,USA,USA
976,"Play It Again Sports - Columbia, SC",1270 Bower Parkway,Columbia,SC,29212,803-419-8303,,,USA,USA
977,Play It Again Sports - Concord,1150 Contra Costa Boulevard,Concord,CA,94523,925-8253396,,http://www.playitagainsportspleasanthill.com,USA,USA
978,Play It Again Sports - Crystal Lake,6124 Northwest Highway,Crystal Lake,IL,60014,815-459-1717,,http://www.playitagainsportscrystallake.com,USA,USA
979,Play It Again Sports - Dedham,630 Washington Street,Dedham,MA,2026,781-493-6796,,http://www.playitagainsportsdedham.com,USA,USA
980,Play It Again Sports - Durham,5318 New Hope Commons Drive,Durham,NC,27707,919-493-7200,,http://www.playitagainsportstriangle.com,USA,USA
981,Play It Again Sports - Fayetteville,3029 N College,Fayetteville,AR,72703,479-442-7529,,http://www.playitagainsportsfayettevillear.com,USA,USA
982,Play It Again Sports - Fishers,11681 Olio Road,Fishers,IN,46037,317-288-4632,,,USA,USA
983,Play It Again Sports - Florence,8449 US 42,Florence,KY,41042,859-282-6565,,http://www.playitagainsportsunion.com,USA,USA
984,Play It Again Sports - Frederick,5811 Buckeystown Pike,Frederick,MD,21704,24-629-8790,,http://www.playitagainsportsfrederick.com,USA,USA
985,Play It Again Sports - Fullerton,3302 Yorba Linda Blvd,Fullerton,CA,92831,714-993-6383,,http://www.playitagainsportsplacentia.com,USA,USA
986,Play It Again Sports - Goodyear,1400 N Litchfield Road,Goodyear,AZ,85395,623-939-7799,,http://www.playitagainsportsgoodyear.com,USA,USA
987,Play It Again Sports - Grand Island,"2276 N Webb Road, Suite 4",Grand Island,NE,68803,308-381-0123,,http://www.playitagainsportsgrandisland.com,USA,USA
988,Play It Again Sports - Hendersonville,201 N Anderson Lane,Hendersonville,TN,37075,615-822-6633,,,USA,USA
989,Play It Again Sports - Hilliard,4720 Cemetery Road,Hilliard,OH,43026,614-529-9100,,http://www.playitagainsportshilliard.com,USA,USA
990,Play It Again Sports - Jonesboro,3407 East Highland Drive,Jonesboro,AR,72401,870-336-0056,,http://www.playitagainsportsjonesboro.com,USA,USA
991,Play It Again Sports - Mankato,1668 Madison Avenue,Mankaro,MN,56001,507-625-2000,,http://www.playitagainsportsmankato.com,USA,USA
992,Play It Again Sports - Marysville,8628 36th Ave NE,Marysville,WA,98270,360-653-9777,,http://www.playitagainsportsmarysville.com,USA,USA
993,Play It Again Sports - McKinney,1434 N. Central Expressway,McKinney,TX,75070,469-424-1715,,http://www.playitagainsportsmckinney.com,USA,USA
994,Play It Again Sports - Melbourne,2605 W. New Haven Avenue,West Melbourne,FL,32904,321-984-1313,,http://www.playitagainsportsmelbourne.com,USA,USA
995,Play It Again Sports - Mount Pleasant,1035 Johnnie Dodds Blvd.,Mt. Pleasant,SC,29464,843-388-2600,,http://www.playitagainsportsmtp.com,USA,USA
996,Play It Again Sports - Murfreesboro,520 N Thompson Lane,Murfreesboro,TN,37129,615-895-7529,,http://www.playitagainsportsmurfreesboro.com,USA,USA
997,Play It Again Sports - N. Olmsted,4733 Great Northern Blvd,N. Olmsted,OH,44070,440-777-5569,,http://www.playitagainsportsnortholmstedohio.com,USA,USA
998,Play It Again Sports - North Reading,225 Main Street,North Reading,MA,1864,978-664-9363,,http://www.playitagainsportsnorthreadingma.com,USA,USA
999,Play It Again Sports - Orem,934 N State Street,Orem,UT,84057,801-226-0909,,,USA,USA
1000,Play It Again Sports - Oro Valley,7963 N. Oracle Road,Tucson,AZ,85704,520-293-2010,,http://www.playitagainsportstucson.com,USA,USA
1001,Play It Again Sports - Plano,3115 W. Parker Road #470,Plano,TX,75023,972-612-1101,,http://www.playitagainsportsplano.com,USA,USA
1002,Play It Again Sports - Pleasanton,5548 Springdale Ave,Pleasanton,CA,94588,925-734-6750,,http://www.playitagainsportspleasanton.com,USA,USA
1003,Play It Again Sports - Raleigh,6325-39 Falls of Neuse Road,Raleigh,NC,27615,919-877-8171,,http://www.playitagainsportstriangle.com,USA,USA
1004,Play It Again Sports - Renton,17622 108th Ave SE,Renton,WA,98055,425-227-8777,,http://www.playitagainsportsrenton.com,USA,USA
1006,Play It Again Sports - Roanoke,4082 Electric Road,Roanoke,VA,24018,540-774-6809,,http://www.playitagainsportsroanoke.com,USA,USA
1007,Play It Again Sports - Roswell,993 Mansell Road,Roswell,GA,30076,770-642-4880,,http://www.playitagainsportsroswell.com,USA,USA
1008,Play It Again Sports - Shawnee,4409 N Kickapoo,Shawnee,OK,74804,405-395-0200,,http://www.playitagainsportsshawnee.com,USA,USA
1009,Play It Again Sports - Shorewood,978 Brook Forest Ave,Shorewood,IL,60431,815-609-3400,,http://www.playitagainsportsshorewood.com,USA,USA
1010,Play It Again Sports - Simi Valley,2880-B Cochran Street,Simi Valley,CA,93065,805-520-6053,,http://www.playitagainsportsventura.com,USA,USA
1011,Play It Again Sports - Sioux Falls,1208 W 41st Street,Sioux Falls,SD,57105,605-339-2444,,http://www.playitagainsportsiouxfalls.com,USA,USA
1012,Play It Again Sports - SLC,6910 Highland Dr. #3,Salt Lake City,UT,84121,801-944-0094,,http://www.playitagainsportssaltlakecity.com,USA,USA
1013,Play It Again Sports - SLC,2120 S 700 E #D,Salt Lake City,UT,84106,801-466-4499,,http://www.playitagainsportssaltlakecity.com,USA,USA
1014,Play It Again Sports - Snellville,2262 Snellville Plaza,Snellville,GA,30078,770-493-8299,,http://www.playitagainsportssnellville.com,USA,USA
1015,Play It Again Sports - St. Charles,210 N Randall Road,St. Charles,IL,60174,630-584-7334,,http://www.playitagainsportsstcharles.com,USA,USA
1016,Play It Again Sports - Stockton,828 W Benjamin Holt Drive,Stockton,CA,95207,209-474-1944,,,USA,USA
1017,Play It Again Sports - Stoneham,62 E Montvale Avenue,Stoneham,MA,2180,781-438-2399,,http://www.playitagainsportsstonehamma.com,USA,USA
1018,Play It Again Sports - Strongsville,17100 Royalton Road,Strongsville,OH,44136,440-238-1000,,http://www.playitagainsportsstrongsville.com,USA,USA
1019,Play It Again Sports - Torrance,4868 West 190th Street,Torrance,CA,90503,310-921-2800,,http://www.playitagainsportssouthbay.com,USA,USA
1020,Play It Again Sports - Tucson,4750 East Speedway Blvd,Tucson,AZ,85712,520-795-0363,,http://www.playitagainsportstucson.com,USA,USA
1021,Play It Again Sports - Tucson,7280 E Broadway Blvd,Tucson,AZ,85710,520-296-6888,,http://www.playitagainsportstucson.com,USA,USA
1022,Play It Again Sports - West Melbourne,2605 W New Haven Avenue,West Melbourne,FL,32904,321-984-1313,,http://www.playitagainsportsmelbourne.com,USA,USA
1023,Play It Again Sports - Westerville,718 N State Street,Westerville,OH,43082,614-890-2110,,http://www.playitagainsportswesterville.com,USA,USA
1024,Play It Again Sports - Westminster,521 Jermor Lane,Westminster,MD,21157,410-871-1430,,http://www.playitagainsportswesminster.com,USA,USA
1025,Play It Again Sports - Wheeling,115 Bridge Street Plaza,Wheeling,WV,26003,304-243-1477,,http://www.playitagainsportswheeling.com,USA,USA
1026,Sam's Sport Shop,"210 E Highland Drive, Suite #2",Lakeland,FL,33813,863-646-3407,,http://www.samsportshop.com,USA,USA
1027,Scheels - Appleton,4301 W. Wisconsin Avenue #8,Appleton,WI,54913,920-830-2977,,http://www.scheels.com,USA,USA
1028,Scheels - Billings,300 South 24th Street West,Billings,MT,59102,406-656-9220,,http://www.scheels.com,USA,USA
1029,Scheels - Iowa City,1461 Coral Ridge Ave,Coralville,IA,52241,319-625-9959,,http://www.scheels.com,USA,USA
1030,Scheels - Mankato,1850 Adams Street #404,Mankato,MN,56001,507-386-7767,,http://www.scheels.com,USA,USA
1031,Scheels - Reno,1200 Scheels Drive,Sparks,NV,89434,775-331-2700,,http://www.scheels.com,USA,USA
1032,Scheel's - Sandy,11282 S State St,Sandy,UT,8470,801-948-7080,,http://www.scheels.com,USA,USA
1033,Sport Chalet,2 Sport Chalet Drive,La Canada,CA,91011,818-790-9800,,http://www.sportchalet.com,USA,USA
1034,Sports World - Ellisville,54 Henry Avenue,Ellisville,MO,63011,636-230-5005,,http://www.sportsworldinc.com,USA,USA
1035,Sports World - Temple,120 S. Main Street,Temple,TX,76501,254-778-2641,,http://www.sportsworldtemple.com,USA,USA
1036,Stadium Sports,1400 - G Charles Avenue,Greenville,NC,27858,252-329-1212,,http://www.shopstadiumsports.com,USA,USA
1037,Team Sports - Kathleen,1114 Highway 96,Kathleen,GA,31047,478-218-0151,,http://www.teamsportsga.com,USA,USA
1038,Team Sports - Macon,642-B Shurling Drive,Macon,GA,31211,478-741-9677,,http://www.teamsportsga.com,USA,USA
1039,Team Works,2168 Washington Road,Washington,IL,61571,309-745-9924,,,USA,USA
1040,The Batter's Box,1801 Suite A South Blue Bell Road,Brenham,TX,77833,979-830-5515,,http://www.thebattersboxinc.com,USA,USA
1041,The Sports Shop,9143 Union Park Way,Elk Grove,CA,95624,916-685-9850,,http://www.thesportsshop.net,USA,USA
1042,West Florida Baseball Academy,3186 Gateway Lane,Cantonment,FL,32533,850-479-1122,,http://www.westfloridabaseballacademy.com,USA,USA
515,Game Day Sports,14767 Pomerado Road,Poway,CA,92064,858-748-1004,,http://www.mygamedaysports.com,USA,USA
506,Berrys Athletics,7946 Broadway,Lemon Grove,CA,91945,619-466-1248,,http://www.berrysathleticsupply.com,USA,USA
1139,Bashor’s Team Athletics,2828 SE 14th Avenue,Portland,OR,97202,503-226-3696,,http://www.bashors.com,USA,USA
1140,All Out Sports Gear,"4500 E Palm Valley Blvd., Suite 128",Round Rock,TX,78665,512-487-5275,,http://www.alloutsportsgear.com,USA,USA
1141,Show Me Athletics,6885 Williams Road,Christiana,TN,37037,615-293-1084,,http://www.showmeathletics.com,USA,USA
1142,Sports Scene,712 E. Northwest Hwy,Palatine,IL,60074,847-359-5040,,http://www.sportsscene-palatine.com,USA,USA
1143,Kelly's Sports - 2,4635 High Point Blvd.,Harrisburg,PA,17111,717-558-3900,,http://www.kellyssports.com,USA,USA
1144,The Sports Center - Natchez,305 Sgt. Prentiss Drive,Natchez,MS,39120,601-442-7951,,,USA,USA
1145,The Sports Center - Starkville,311 Hwy 12 West,Starkville,MS,39759,662-323-3535,,,USA,USA
1146,Play At The Cage,227 Monroe Street,Saline,MI,48176,734-646-3820,,http://www.thecage.us,USA,USA
1147,Hitter's Hangout,13851 SW 90th Avenue #F211,Miami,FL,33176,305-233-1171,,http://www.hittershangout.com,USA,USA
1149,Extra Innings - Rocklin,4283 Duluth Avenue,Rocklin,CA,95765,916-253-3593,,http://www.extrainnings-rocklin.com,USA,USA
1150,Wayne Sporting Goods,124 E Lancaster Avenue,Wayne,PA,19087,610-293-1249,,http://www.waynesportinggoods.com,USA,USA
1151,Hit After Hit,705 Airpark Center Drive,Nashville,TN,37217,615-399-2287,,http://www.hitafterhitonline.com,USA,USA
1152,Edge Sporting Goods,25 Depot Plaza,Bedford Hills,NY,10507,914-241-2500,,http://www.theedgesportinggoods.com,USA,USA
1153,Academy Sports - Albuquerque,6700 Edith Blvd NE,Albuquerque,NM,87113,480-203-6086,,http://www.ababaseball.com,USA,USA
1154,Play It Again Sports - Shreveport,"1938 70th Street, Ste D",Shreveport,LA,71105,318-220-4385,,,USA,USA
1155,Zond Sports Academy,24 East Kearne Street,Bridgewater,NJ,8807,732-537-1770,,http://www.zonedinc.com,USA,USA
1156,The Batters Box,4123 W 34th Avenue,Amarillo,TX,79109,806-674-6725,,http://www.battersboxamarillo.com,USA,USA
1157,The Ballpark in Mount Prospect,604 W Central Road,Mount Prospect,IL,60056,847-873-0480,,http://www.theballparkmp.com,USA,USA
1158,Badger Sporting Goods,2814 Bryant Road,Madison,WI,53713,608-274-1353,,http://www.bsgsports.com,USA,USA
1159,Sport and Cycle,475 Fortuna Blvd,Fortuna,CA,95540,707-725-9405,,http://www.sportandcycleteamsales.com,USA,USA
1160,D-Bat - Waco,5746 Brushy Creek Trail,Dallas,TX,75252,214-649-3381,,,USA,USA
1161,Pro Impact Sports,1851 McCarthy Blvd Ste. 108,Milpitas,CA,95035,415-370-5300,,,USA,USA
1162,Put on Athletics,1043 NE Stephens,Roseburg,OR,97470,541-672-1306,,,USA,USA
1163,South Bay Sports Training,995 E. Santa Clara Street,San Jose,CA,95116,408-283-0643,,http://www.southbaytraining.com,USA,USA
1164,Legends Sports,801 East Interstate 30,Rockwall,TX,75087,972-722-4433,,,USA,USA
1165,Johnson-Lambe Co.,PO Box 10765,Raleigh,NC,27605,919-832-8848,,http://www.johnsonlambe.net,USA,USA
1171,All Our Sports Gear,"4500 E Palm Valley Blvd, Suite 128",Round Rock,TX,78665,512-487-5275,,http://www.alloutsportsgear.com,USA,USA
1172,America's Pastime Sports,5310 Oakland Avenue NE,Albuquerque,NM,87113,505-5080-5456,,http://www.americaspastimesports.com,USA,USA
1173,AZ Grip-N-Rip,18395 S 186th Way #104,Queen Creek,AZ,85142,480-545-4747,,http://www.azgripnrip.com,USA,USA
1174,Down 2 Earth Sports,362 S Main Street Unit 13,Baxley,GA,31513,912-367-5570,,,USA,USA
1175,Let's Play Ball - Bend Fieldhouse,401 SE Roosevelt,Bend,OR,97702,541-312-9259,,http://www.bendelks.com,USA,USA
1176,Loaded Bases T&C Sportsworld,3802 Victory Blvd,Staten Island,NY,10314,718-698-3700,,http://www.loadedbases.com,USA,USA
1178,Mordecai Sporting Goods,809 Main Street Suite 101,Gardendale,AL,35071,205-631-4172,,http://www.mordecaisports.com,USA,USA
1179,Northwest Athletics,2531 Broadway Ste. D1,Everett,WA,98201,425-508-5258,,,USA,USA
1180,Play It Again Sports - Macedonia,8210 Macedonia Commons #24,Macedonai,OH,44056,330-467-0788,,http://www.playitagainsportsmacedonia.com,USA,USA
1181,Southwest Sporting Goods,115 South 6th Street,Arkadelphi,AR,71923,870-246-2311,,,USA,USA
1183,Suncoast Reebok,"5317 Lena Road,  Suite 103",Bradenton,FL,34211,941-228-7224,,,USA,USA
1184,Westcoast Athletics,8900 SW Imperial Way,Bremerton,WA,98312,360-340-2341,,,USA,USA
1185,SWFL Canes,5961 Northland Rd #6,Fort Myers,FL,33905,238-225-3200,,,USA,USA
1186,BASES - Baseball and Softball Essential Skills,"713  E. Ordnance Road, Suite 319",Baltimore,MD,21226,410-590-3224,,http://www.sandlotbwi.com,USA,USA
1187,Hit Away Batting Cages,433 S. Walnut Creek Place,West Covina,CA,91791,626-234-4749,,,USA,USA
1208,All Our Sports Gear,"4500 E Palm Valley Blvd, Suite 128",Round Rock,TX,78665,512-487-5275,,http://www.alloutsportsgear.com,USA,USA
1209,America's Pastime Sports,5310 Oakland Avenue NE,Albuquerque,NM,87113,505-5080-5456,,http://www.americaspastimesports.com,USA,USA
1210,AZ Grip-N-Rip,18395 S 186th Way #104,Queen Creek,AZ,85142,480-545-4747,,http://www.azgripnrip.com,USA,USA
1211,Down 2 Earth Sports,362 S Main Street Unit 13,Baxley,GA,31513,912-367-5570,,,USA,USA
1214,Let's Play Ball - Bend Fieldhouse,401 SE Roosevelt,Bend,OR,97702,541-312-9259,,http://www.bendelks.com,USA,USA
1215,Loaded Bases T&C Sportsworld,3802 Victory Blvd,Staten Island,NY,10314,718-698-3700,,http://www.loadedbases.com,USA,USA
1217,Northwest Athletics,2531 Broadway Ste. D1,Everett,WA,98201,425-508-5258,,,USA,USA
1218,Play It Again Sports - Macedonia,8210 Macedonia Commons #24,Macedonai,OH,44056,330-467-0788,,http://www.playitagainsportsmacedonia.com,USA,USA
1219,Southwest Sporting Goods,115 South 6th Street,Arkadelphi,AR,71923,870-246-2311,,,USA,USA
1220,Sports Performance Academy,720 E. Lambert Road Suite A,La Habra,CA,90631,562-245-7005,,http://www.lahabraspa.com,USA,USA
1221,Suncoast Reebok,"5317 Lena Road,  Suite 103",Bradenton,FL,34211,941-228-7224,,,USA,USA
1222,Westcoast Athletics,8900 SW Imperial Way,Bremerton,WA,98312,360-340-2341,,,USA,USA
1223,SWFL Canes,5961 Northland Rd #6,Fort Myers,FL,33905,238-225-3200,,,USA,USA
1224,BASES - Baseball and Softball Essential Skills,"713  E. Ordnance Road, Suite 319",Baltimore,MD,21226,410-590-3224,,http://www.sandlotbwi.com,USA,USA
1225,Hit Away Batting Cages,433 S. Walnut Creek Place,West Covina,CA,91791,626-234-4749,,,USA,USA
1226,Pristine Sports-The Cages,1308 Continental Road,Abington,MD,21009,443-987-0769,,,USA,USA
1227,Competitive Athletics,105 NE 7th Street,Grants Pass,OR,97526,541-479-1001,,http://www.competitiveathletics.com,USA,USA
1229,321 Graphix,4012 Hickory Blvd,Granite Falls,NC,28630,828-292-1466,,,USA,USA
1230,Elite Sports Complex,918 Dailey Mill Rd,McDonough,GA,30253,770-957-3369,,http://www.elitesportsgeorgia.com,USA,USA
1231,PIAS-Knoxville,123 N. Seven Oaks Drive,Knoxville,TN,37922,865-531-7711,,http://www.playitagainsportsknoxville.com,USA,USA
1232,Diamond Star Sports,7901 Ruffner Avenue,Van Nuys,CA,91406,206-200-0147,,http://www.diamondstarsports.com,USA,USA
1233,D-Bat Atlanta,2345 Adams Drive,Atlanta,GA,30318,404-355-9700,,http://www.dbatatlanta.com,USA,USA
1234,Home Field Advantage Sporting Goods,219 Wanaque Avenue,Pompton Lakes,NJ,7442,973-835-7714,,,USA,USA
1235,Sport About,1310 East Vista Way,Vista,CA,92084,760-941-8408,,,USA,USA
1236,Going Yard Sports,1314 Chestnut Drive,Hayden,AL,35079,205-647-9273,,http://www.goingyardsports.com,USA,USA
1237,Play It Again Sports - Kenosha,4017 - 75th Street,Kenosha,WI,53142,262-577-5217,,http://www.playitagainsportskenosha.com,USA,USA
1238,Chippewa Valley Sporting Goods,1315 S. Hastings Way,Eau Claire,WI,54701,715-836-6840,,http://www.cv-sports.com,USA,USA
1239,The Dugout Sporting Goods,1211 Castle Hill Avenue,Bronx,NY,10462,718-823-0266,,,USA,USA
1240,Play It Again Sports-Mt. Laurel,"4201 Church Road, Suite F",Mt. Laurel,NJ,8054,856-235-2573,,,USA,USA
1241,Jasa Sports,120 E Ruby Road,Rio Rico,AZ,85648,52 667 712 3093,,,USA,USA
1243,Cenla Sports,5615 Coliseum Blvd.,Alexandria,LA,71303,318-443-7327,,,USA,USA
1244,K-Sports Marketing,610 E Hamilton Avenue,Campbell,CA,95008,408-655-2552,,,USA,USA
1245,C & S Sporting Goods,6311 N 7th Street,Phoenix,AZ,85014,602-279-8406,,http://www.cssportinggoods.com,USA,USA
1246,Park Athletic Supply,6809 Roosevel,Allen Park,MI,48101,313-386-8830,,http://www.parkathleticsupply.net,USA,USA
1247,The Varsity Shop,277 Pierce Street,Birmingham,MI,48009,248-646-4466,,http://www.thevarsityshop.com,USA,USA
1249,Dan's Sport Shop,1155 4th Avenue,Huntington,WV,25701,304-523-1974,,http://www.danssportshop.com,USA,USA
1252,Play It Again Sports - Arnold,223 Arnold Crossroads Center,Arnold,MO,63010,636-333-2688,,http://www.playitagainsportsarnold.com,USA,USA
1253,ITS Baseball,602 Cornerstone Court,Hillsborough,NC,27278,919-245-1181,,http://www.itsbaseball.net,USA,USA
1255,Erie Sport Store,1920 Keystone Drive,Erie,PA,16509,814-866-0200,,http://www.eriesportstore.com,USA,USA
524,Play It Again Sports-Spartansburg,206 W Blackstock Road,Spartansburg,SC,29301,864-595-9911,,http://www.playitagainsportsspartanburg.com,USA,USA
