wp_ID,wp_post_date,wp_post_modified,wp_post_status,wp_post_title,wp_post_content,wp_post_excerpt,wp_post_parent,wp_post_name,wp_post_type,wp_post_mime_type,wp_ping_status,wp_comment_status,wp_menu_order,wp_post_author,tx_category,tx_post_tag,tx_post_format,fi_thumbnail,cf__wp_page_template,cf__edit_last,cf__edit_lock,cf__soliloquy_settings,cf_wpcf-street-address,cf_wpcf-city,cf_wpcf-state,cf_wpcf-zipcode,cf_wpcf-phone-number,cf__menu_item_menu_item_parent,cf__menu_item_type,cf__menu_item_object,cf__menu_item_object_id,cf__menu_item_target,cf__menu_item_classes,cf__menu_item_xfn,cf__menu_item_url,cf__thumbnail_id,cf__wp_attachment_metadata,cf__wp_attached_file,cf__form,cf__mail,cf__mail_2,cf__messages,cf__additional_settings,cf__wp_types_group_filters_association,cf__wp_types_group_fields,cf__wp_types_group_post_types,cf__wp_types_group_terms,cf__wp_types_group_templates,cf__wpcf_conditional_display,cf_wpcf-contact-email,cf_wpcf-website,cf__wp_old_slug,cf__soliloquy_image_link,cf__soliloquy_image_link_title,cf__soliloquy_image_link_tab,cf_wpcf-country,cf_wpcf-region,cf__wp_attachment_image_alt,cf_wpcf-post-link-url,cf__wp_types_group_admin_styles,cf__sol_slider_data,cf__sol_in_slider,cf__sol_has_slider,cf_wpcf-hide-title-overlay,cf_link,cf__menu_item_orphaned
474,"2013-11-05 16:03:51","2014-07-07 12:36:24",publish,"Team Express ",,,0,team-express,dealer,,closed,closed,0,chris,,,,,,2,1404761661:2,,"1003 E. Nakoma Ste 104","San Antonio",TX,78216,210-525-9161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,"2013-12-03 12:56:35","2014-07-07 12:37:09",publish,"Temple's Sporting Goods",,,0,temples-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1404761689:2,,"1524 6th Ave",Moline,IL,61265,309-764-8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,"2014-07-07 12:37:45","2014-07-07 12:37:45",publish,"The Reaper's Den",,,0,the-reapers-den,dealer,,closed,closed,0,chris,,,,,,2,1404761724:2,,"8919 McGaw Court",Columbia,MD,21045,410-381-4571,,,,,,,,,,,,,,,,,,,,,,,,http://www.reapersden.com,,,,,,,,,,,,,,,
478,"2013-11-05 16:06:40","2014-07-07 12:38:07",publish,"The Sports Basement",,,0,the-sports-basement-2,dealer,,closed,closed,0,chris,,,,,,2,1404761748:2,,"1881 Ygnacio Valley Road","Walnut Creek",CA,94598,925-941-6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"2013-07-02 12:03:49","2014-07-07 12:38:28",publish,"The Sports Locker",,,0,the-sports-locker,dealer,,closed,closed,0,chris,,,,,,2,1404761770:2,,"711 West State Street",Olean,NY,14760,716-373-1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,"2014-07-07 12:38:54","2014-07-07 12:38:54",publish,"Top Prospect Sports Academy",,,0,top-prospect-sports-academy,dealer,,closed,closed,0,chris,,,,,,2,1404761793:2,,"19450 Peachland Blvd.","Port Charlotte",FL,33948,941-626-1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,"2014-02-25 10:05:52","2014-07-07 12:39:10",publish,"Triple Crown Training Facility",,,0,triple-crown-training-facility,dealer,,closed,closed,0,chris,,,,,,2,1404761809:2,,"7855 Plaza Drive",Denver,NC,28037,704-483-4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"2014-02-25 10:06:18","2014-07-07 12:40:14",publish,"Triple Play Party Center",,,0,triple-play-party-center,dealer,,closed,closed,0,chris,,,,,,2,1404761874:2,,"3186 Gateway Lane",Cantonment,FL,32533,850-479-1122,,,,,,,,,,,,,,,,,,,,,,,,,triple-play-youth-athletics-2,,,,,,,,,,,,,,
141,"2013-04-22 15:57:59","2014-07-07 12:40:59",publish,"Triple Play Youth Athletics",,,0,triple-play-youth-athletics,dealer,,closed,closed,0,admin,,,,,,2,1404761921:2,,"1119 Vinyard Road",Vinton,VA,24179,540-904-6899,,,,,,,,,,,,,,,,,,,,,,,,http://www.tripleplayyouthathletics.com,,,,,,,,,,,,,,,
485,"2013-11-05 16:10:57","2014-07-07 12:41:47",publish,"Triple S Sports",,,0,triple-s-sports-2,dealer,,closed,closed,0,chris,,,,,,2,1404761970:2,,"200 Deb Ave",Waco,TX,76712,254-776-6550,,,,,,,,,,,,,,,,,,,,,,,,http://www.triple-s-sports.com,,,,,,,,,,,,,,,
375,"2013-07-02 12:30:39","2014-07-07 12:43:00",publish,"Universal Athletic - Gillette",,,0,universal-athletic-gillette,dealer,,closed,closed,0,chris,,,,,,2,1404762042:2,,"2701 S. Douglas Hwy Unit F2",Gillette,WY,82718,800-343-2103,,,,,,,,,,,,,,,,,,,,,,,,http://www.universalathletic.com,universal-athletic-8,,,,,,,,,,,,,,
533,"2013-12-03 12:58:32","2014-07-07 12:43:24",publish,"Victus Sports",,,0,victus-sports,dealer,,closed,closed,0,chris,,,,,,2,1404762064:2,,"1001 Lower Landing Road",Blackwood,NJ,08012,265-225-2287,,,,,,,,,,,,,,,,,,,,,,,,http://www.victussports.com,,,,,,,,,,,,,,,
885,"2014-07-07 12:43:59","2014-07-07 12:43:59",publish,"Viking Athletic Goods",,,0,viking-athletic-goods,dealer,,closed,closed,0,chris,,,,,,2,1404762099:2,,"12 E. Arrow",Marshall,MO,65340,660-886-6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,"2014-07-07 12:44:31","2014-07-07 12:44:31",publish,"Willie's Sport Shop",,,0,willies-sport-shop,dealer,,closed,closed,0,chris,,,,,,2,1404762131:2,,"113 W Main Street",Centralia,WA,98531,360-736-9994,,,,,,,,,,,,,,,,,,,,,,,,http://www.williessportshop.net,,,,,,,,,,,,,,,
887,"2014-07-07 12:45:20","2014-07-07 12:45:20",publish,"Zorba Inc",,,0,zorba-inc,dealer,,closed,closed,0,chris,,,,,,2,1404762332:2,,"409 Covent Ave.",Laredo,TX,78040,956-725-5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,"2014-07-04 14:40:05","2014-09-15 09:56:28",publish,"Complete Game Pro Shop",,,0,complete-game-pro-shop,dealer,,closed,closed,0,chris,,,,,,2,1410800193:2,,"474 Apollo Drive","Lino Lakes",MN,55014,763-392-1407,,,,,,,,,,,,,,,,,,,,,,,,http://www.completegameproshop.com,bliski-sports-specialities,,,,,,,,,,,,,,
726,"2014-04-21 11:11:16","2014-09-16 09:52:49",publish,Sportstan,,,0,sportstan,dealer,,closed,closed,0,chris,,,,,,2,1410886374:2,,"94-547 Uk'ee St",Waipahu,HI,96797,"(808) 676-STAN (7826)",,,,,,,,,,,,,,,,,,,,,,,,,sports-stan,,,,,,,,,,,,,,
519,"2013-12-03 12:44:00","2014-10-07 14:15:45",publish,"Inferno Sports",,,0,inferno-sports,dealer,,closed,closed,0,chris,,,,,,2,1412716549:2,,"PO Box 851",Exton,PA,19341,610-803-1729,,,,,,,,,,,,,,,,,,,,,,,,http://www.infernosports.com,,,,,,,,,,,,,,,
923,"2014-10-14 11:16:32","2014-10-14 11:16:32",publish,"All Out Sports",,,0,all-out-sports,dealer,,closed,closed,0,chris,,,,,,2,1413310450:2,,"32183 Dupont Boulevard, #10",Dagsboro,DE,19939,302-732-1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,"2014-10-14 11:17:28","2014-10-14 11:17:28",publish,"All Star Sporting Goods",,,0,all-star-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1413310506:2,,"1709 W Kingshighway",Paragould,AR,72450,870-239-5109,,,,,,,,,,,,,,,,,,,,,,,,http://www.all-starsports.com,,,,,,,,,,,,,,,
925,"2014-10-14 11:18:57","2014-10-14 11:18:57",publish,"Atlantic Baseball Club",,,0,atlantic-baseball-club,dealer,,closed,closed,0,chris,,,,,,2,1413310600:2,,"150 Corporate Park Drive Suite 2100",Pembroke,MA,02359,781-837-4263,,,,,,,,,,,,,,,,,,,,,,,,http://www.atlanticbaseballclub.org,,,,,,,,,,,,,,,
926,"2014-10-14 11:19:41","2014-10-14 11:20:30",publish,"Beaver Bat Company",,,0,beaver-bat-company,dealer,,closed,closed,0,chris,,,,,,2,1413310687:2,,"3422 Hampton Road",Oceanside,NY,11572,516-442-1123,,,,,,,,,,,,,,,,,,,,,,,,http://www.beaverbatcompany.com,,,,,,,,,,,,,,,
927,"2014-10-14 11:20:58","2014-10-14 11:20:58",publish,"Benik Baseball",,,0,benik-baseball,dealer,,closed,closed,0,chris,,,,,,2,1413310716:2,,"6752 Lantana Road","Lake Worth",FL,33467,561-434-0080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,"2014-10-14 11:21:32","2014-10-14 11:21:32",publish,"Best Sports Direct",,,0,best-sports-direct,dealer,,closed,closed,0,chris,,,,,,2,1413310749:2,,"41114 N. Crockett Ct.",Anthem,AZ,85086,888-852-4550,,,,,,,,,,,,,,,,,,,,,,,,http://www.bestsportsdirect.com,,,,,,,,,,,,,,,
929,"2014-10-14 11:22:08","2014-10-14 11:22:08",publish,"Burlington Sporting Goods",,,0,burlington-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1413310791:2,,"2233 Hanford Rd.",Burlington,NC,27215,336-226-6634,,,,,,,,,,,,,,,,,,,,,,,,http://www.burlingtonsportinggoods.com,,,,,,,,,,,,,,,
930,"2014-10-14 11:22:49","2014-10-14 11:22:58",publish,"Compass Athletics",,,0,compass-athletics,dealer,,closed,closed,0,chris,,,,,,2,1413310837:2,,"1901 Main Street",Woodward,OK,73801,580-256-7045,,,,,,,,,,,,,,,,,,,,,,,,http://www.compass-athletics.com,,,,,,,,,,,,,,,
932,"2014-10-14 11:24:26","2014-10-14 11:24:26",publish,"Core Softball Sales",,,0,core-softball-sales,dealer,,closed,closed,0,chris,,,,,,2,1413310924:2,,"219 West Northampton Street",Bath,PA,18014,610-417-0448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,"2014-10-14 11:24:59","2014-10-14 11:24:59",publish,"Crunoz Sports",,,0,crunoz-sports,dealer,,closed,closed,0,chris,,,,,,2,1413310960:2,,"728 East 136th Street, Suite 4B",Bronx,NY,10454,,,,,,,,,,,,,,,,,,,,,,,,,http://www.crunoz.com,,,,,,,,,,,,,,,
934,"2014-10-14 11:25:44","2014-10-14 11:25:44",publish,"Darrow's Sporting Edge",,,0,darrows-sporting-edge-2,dealer,,closed,closed,0,chris,,,,,,2,1413311005:2,,"531 US 22","Whitehouse Station",NJ,08889,908-534-2838,,,,,,,,,,,,,,,,,,,,,,,,http://www.darrowsports.com,,,,,,,,,,,,,,,
935,"2014-10-14 11:26:31","2014-10-14 11:26:31",publish,"Diamond Sport Gear",,,0,diamond-sport-gear,dealer,,closed,closed,0,chris,,,,,,2,1413311048:2,,"1580 N. Leroy Street",Fenton,MI,48430,810-629-0718,,,,,,,,,,,,,,,,,,,,,,,,http://www.diamondsportgear.com,,,,,,,,,,,,,,,
936,"2014-10-14 11:27:13","2014-10-14 11:27:13",publish,"EB Sports",,,0,eb-sports,dealer,,closed,closed,0,chris,,,,,,2,1413311090:2,,"2801-3K North Ward Street",Wilson,NC,27893,252-291-5411,,,,,,,,,,,,,,,,,,,,,,,,http://www.ebsportsnc.com,,,,,,,,,,,,,,,
937,"2014-10-14 11:28:04","2014-10-14 11:28:04",publish,"Extra Innings Baltimore",,,0,extra-innings-baltimore,dealer,,closed,closed,0,chris,,,,,,2,1413311142:2,,"7904 Rossville Blvd.",Baltimore,MD,21236,410-665-6789,,,,,,,,,,,,,,,,,,,,,,,,http://www.extrainnings-baltimorenorth.com,,,,,,,,,,,,,,,
938,"2014-10-14 11:28:41","2014-10-14 11:28:41",publish,"Extra Innings Elkridge",,,0,extra-innings-elkridge,dealer,,closed,closed,0,chris,,,,,,2,1413311322:2,,"6685C Santa Barbara Ct.",Elkridge,MD,21075,410-540-9399,,,,,,,,,,,,,,,,,,,,,,,,http://www.extrainnings-elkridge.com,,,,,,,,,,,,,,,
939,"2014-10-14 11:29:17","2014-10-14 11:29:17",publish,"Fallout Sports",,,0,fallout-sports,dealer,,closed,closed,0,chris,,,,,,2,1413311217:2,,"212 N. Crawford Ave.",Norman,OK,73071,405-701-5933,,,,,,,,,,,,,,,,,,,,,,,,http://www.falloutsports.com,,,,,,,,,,,,,,,
940,"2014-10-14 11:29:59","2014-10-14 11:29:59",publish,"Grand Slam USA - Matthews",,,0,grand-slam-usa-matthews,dealer,,closed,closed,0,chris,,,,,,2,1413311262:2,,"10715 Independence Pointe Parkway",Matthews,NC,28105,704-847-5333,,,,,,,,,,,,,,,,,,,,,,,,http://www.grandslamusa.org,,,,,,,,,,,,,,,
941,"2014-10-14 11:30:29","2014-10-14 11:30:29",publish,"Gulfshore Sport Store",,,0,gulfshore-sport-store,dealer,,closed,closed,0,chris,,,,,,2,1413311292:2,,"7686 49th Street North","Pinellas Park",FL,33781,727-541-6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,"2014-10-14 11:31:04","2014-10-14 11:31:04",publish,"Hitting World",,,0,hitting-world,dealer,,closed,closed,0,chris,,,,,,2,1413311329:2,,"1480 Moraga Road #I-272",Moraga,CA,94556,877-300-0087,,,,,,,,,,,,,,,,,,,,,,,,http://www.hittingworld.com,,,,,,,,,,,,,,,
943,"2014-10-14 11:31:35","2014-10-14 11:31:35",publish,"Impact Team Sports",,,0,impact-team-sports,dealer,,closed,closed,0,chris,,,,,,2,1413311357:2,,"1986 Seward Ave.",Naples,FL,34109,239-513-1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,"2014-10-14 11:32:12","2014-10-14 11:32:32",publish,"Koch Sporting Goods",,,0,koch-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1413311409:2,,"131 W. 4th Street",Cincinnati,OH,45202,513-621-2352,,,,,,,,,,,,,,,,,,,,,,,,http://www.kochsports.com,,,,,,,,,,,,,,,
945,"2014-10-14 11:32:59","2014-10-14 11:32:59",publish,"Legendz Sporting Goods",,,0,legendz-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1413311439:2,,"14918 Paramount Blvd.",Paramount,CA,90723,562-633-3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,"2014-10-14 11:33:35","2014-10-14 11:33:35",publish,"Lima Sporting Goods",,,0,lima-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1413311471:2,,"1404 Allentown Road",Lima,OH,45805,419-222-1036,,,,,,,,,,,,,,,,,,,,,,,,http://www.limasportinggoods.net,,,,,,,,,,,,,,,
947,"2014-10-14 11:34:15","2014-10-14 11:34:15",publish,"Lloyd Sixsmith Sporting Goods",,,0,lloyd-sixsmith-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1413311516:2,,"7554 Frankford Avenue",Philadelphia,PA,19136,215-624-6670,,,,,,,,,,,,,,,,,,,,,,,,http://www.lloydsixsmith.com,,,,,,,,,,,,,,,
948,"2014-10-14 11:34:52","2014-10-14 11:34:52",publish,"M & M Batter Up",,,0,m-m-batter-up,dealer,,closed,closed,0,chris,,,,,,2,1413311553:2,,"130 Hicksville Road",Bethpage,NY,11714,516-731-2020,,,,,,,,,,,,,,,,,,,,,,,,http://www.batterupli.com,,,,,,,,,,,,,,,
949,"2014-10-14 11:35:36","2014-10-14 11:35:36",publish,"Mid-America Sports Advantage",,,0,mid-america-sports-advantage,dealer,,closed,closed,0,chris,,,,,,2,1413311597:2,,"1413 S. Meridian Road",Jasper,IN,47456,800-264-4519,,,,,,,,,,,,,,,,,,,,,,,,http://www.sportsadvantage.com,,,,,,,,,,,,,,,
950,"2014-10-14 11:36:27","2014-10-14 11:36:27",publish,"New York Nationals",,,0,new-york-nationals,dealer,,closed,closed,0,chris,,,,,,2,1413311643:2,,"170 Wilbur Place",Bohemia,NY,11716,631-319-1122,,,,,,,,,,,,,,,,,,,,,,,,http://www.nynationals.com,,,,,,,,,,,,,,,
951,"2014-10-14 11:37:01","2014-10-14 11:37:01",publish,"New York Nationals",,,0,new-york-nationals-2,dealer,,closed,closed,0,chris,,,,,,2,1413311681:2,,"80 Carrol Ave.","Lake Ronkonkoma",NY,11779,631-319-1122,,,,,,,,,,,,,,,,,,,,,,,,http://www.nynationals.com,,,,,,,,,,,,,,,
952,"2014-10-14 11:37:37","2014-10-14 11:37:37",publish,"Oak Tree Sports Center",,,0,oak-tree-sports-center,dealer,,closed,closed,0,chris,,,,,,2,1413311717:2,,"910 Oak Tree Avenue","South Plainfield",NJ,07080,908-756-4446,,,,,,,,,,,,,,,,,,,,,,,,http://www.bbgrandslam.com,,,,,,,,,,,,,,,
953,"2014-10-14 11:38:12","2014-10-14 11:38:12",publish,"OC Sports Exchange",,,0,oc-sports-exchange,dealer,,closed,closed,0,chris,,,,,,2,1413311749:2,,"1016 N. Tustin Street",Orange,CA,92867,714-633-1976,,,,,,,,,,,,,,,,,,,,,,,,http://www.ocsportsxchange.com,,,,,,,,,,,,,,,
954,"2014-10-14 11:38:46","2014-10-14 11:38:46",publish,"O'hara's Sports Inc.",,,0,oharas-sports-inc,dealer,,closed,closed,0,chris,,,,,,2,1413311782:2,,"9450 Calumet Avenue",Munster,IN,46321,219-836-5554,,,,,,,,,,,,,,,,,,,,,,,,http://www.oharassportsinc.com,,,,,,,,,,,,,,,
955,"2014-10-14 11:39:21","2014-10-14 11:39:21",publish,"Paragon Athletic Goods",,,0,paragon-athletic-goods,dealer,,closed,closed,0,chris,,,,,,2,1413311817:2,,"867 Broadway","New York",NY,10003,212-255-8036,,,,,,,,,,,,,,,,,,,,,,,,http://www.paragonsports.com,,,,,,,,,,,,,,,
956,"2014-10-14 11:39:54","2014-10-14 11:40:13",publish,"Pastime Sports Academy",,,0,pastime-sports-academy,dealer,,closed,closed,0,chris,,,,,,2,1413311869:2,,"1919 Clearing Ct.","New Lenox",IL,60451,815-462-4487,,,,,,,,,,,,,,,,,,,,,,,,http://www.pastimeacademy.com,,,,,,,,,,,,,,,
957,"2014-10-14 11:40:45","2014-10-14 11:40:45",publish,"Peligro Sports",,,0,peligro-sports,dealer,,closed,closed,0,chris,,,,,,2,1413311904:2,,"2200 Amsterdam Avenue","New York",NY,10032,212-568-0222,,,,,,,,,,,,,,,,,,,,,,,,http://www.peligrosportsnyc.com,,,,,,,,,,,,,,,
958,"2014-10-14 12:05:33","2014-10-14 12:05:33",publish,"Play It Again Sports - Albuquerque",,,0,play-it-again-sports-albuquerque,dealer,,closed,closed,0,chris,,,,,,2,1413313395:2,,"3301 Coors NW",Albuquerque,NM,87120,505-890-7041,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsabq.com,,,,,,,,,,,,,,,
959,"2014-10-14 12:06:39","2014-10-14 12:06:39",publish,"Play It Again Sports - Albuquerque",,,0,play-it-again-sports-albuquerque-2,dealer,,closed,closed,0,chris,,,,,,2,1413313456:2,,"7401 Menaul Blvd NE",Albuquerque,NM,87110,505-881-0551,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsalbuquerque.com,,,,,,,,,,,,,,,
960,"2014-10-14 12:07:27","2014-10-14 12:07:27",publish,"Play It Again Sports - Appleton",,,0,play-it-again-sports-appleton,dealer,,closed,closed,0,chris,,,,,,2,1413313508:2,,"611 W. Northland Avenue",Appleton,WI,54911,920-735-0432,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsappleton.com,,,,,,,,,,,,,,,
961,"2014-10-14 12:08:06","2014-10-14 12:08:06",publish,"Play It Again Sports - Aurora",,,0,play-it-again-sports-aurora,dealer,,closed,closed,0,chris,,,,,,2,1413313544:2,,"18883 E Hampden Avenue Unit 193",Aurora,CO,80013,303-627-6301,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsaurora.com,,,,,,,,,,,,,,,
962,"2014-10-14 12:08:43","2014-10-14 12:08:43",publish,"Play It Again Sports - Austin",,,0,play-it-again-sports-austin,dealer,,closed,closed,0,chris,,,,,,2,1413313580:2,,"2933 W Anderson Lane",Austin,TX,78757,512-451-8976,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsaustin.com,,,,,,,,,,,,,,,
963,"2014-10-14 12:09:46","2014-10-14 12:09:46",publish,"Play It Again Sports - Austin",,,0,play-it-again-sports-austin-2,dealer,,closed,closed,0,chris,,,,,,2,1413313649:2,,"4211 S. Lamar Boulevard",Austin,TX,78704,512-444-2270,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsaustin.com,,,,,,,,,,,,,,,
964,"2014-10-14 12:10:25","2014-10-14 12:10:25",publish,"Play It Again Sports - Beaverton",,,0,play-it-again-sports-beaverton,dealer,,closed,closed,0,chris,,,,,,2,1413313686:2,,"9244 SW Beaverton-Hillsdale Hwy",Beaverton,OR,97005,503-292-4552,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsbeaverton.com,,,,,,,,,,,,,,,
965,"2014-10-14 12:11:10","2014-10-14 12:11:10",publish,"Play It Again Sports - Bozeman",,,0,play-it-again-sports-bozeman,dealer,,closed,closed,0,chris,,,,,,2,1413313728:2,,"1707 W Oak St Ste C",Bozeman,MT,59715,406-587-7427,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsbozeman.com,,,,,,,,,,,,,,,
966,"2014-10-14 12:11:54","2014-10-14 12:11:54",publish,"Play It Again Sports - Brentwood",,,0,play-it-again-sports-brentwood,dealer,,closed,closed,0,chris,,,,,,2,1413313771:2,,"1701 Mallory Lane, Suite 350",Brentwood,TN,37027,615-661-1107,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsfranklin.com,,,,,,,,,,,,,,,
967,"2014-10-14 12:12:30","2014-10-14 12:12:30",publish,"Play It Again Sports - Buckhead",,,0,play-it-again-sports-buckhead,dealer,,closed,closed,0,chris,,,,,,2,1413313811:2,,"3872 Roswell Rd",Atlanta,GA,30342,404-257-0229,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsbuckhead.com,,,,,,,,,,,,,,,
968,"2014-10-14 12:12:59","2014-10-14 12:12:59",publish,"Play It Again Sports - Burlington",,,0,play-it-again-sports-burlington,dealer,,closed,closed,0,chris,,,,,,2,1413313856:2,,"3280 South Church Street",Burlington,NC,27215,336-350-8672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,"2014-10-14 12:13:54","2014-10-14 12:13:54",publish,"Play It Again Sports - Cartersville",,,0,play-it-again-sports-cartersville,dealer,,closed,closed,0,chris,,,,,,2,1413313895:2,,"410 Cherokee Place",Cartersville,GA,30121,770-386-8866,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportscartersville.com,,,,,,,,,,,,,,,
970,"2014-10-14 12:14:38","2014-10-14 12:14:38",publish,"Play It Again Sports - Cedar Rapids",,,0,play-it-again-sports-cedar-rapids,dealer,,closed,closed,0,chris,,,,,,2,1413313939:2,,"3657 1st Avenue SE","Cedar Rapids",IA,52402,319-366-8664,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportscr.com,,,,,,,,,,,,,,,
972,"2014-10-14 12:17:30","2014-10-14 12:17:30",publish,"Play It Again Sports - Chico",,,0,play-it-again-sports-chico,dealer,,closed,closed,0,chris,,,,,,2,1413314107:2,,"1937 E 20th Street",Chico,CA,95928,530-345-7427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,"2014-10-14 12:18:04","2014-10-14 12:18:04",publish,"Play It Again Sports - Cinncinnati",,,0,play-it-again-sports-cinncinnati,dealer,,closed,closed,0,chris,,,,,,2,1413314144:2,,"4329 Red Bank Rd.",Cinncinnati,OH,45227,513-321-1711,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsredbankrd.com,,,,,,,,,,,,,,,
974,"2014-10-14 12:18:38","2014-10-14 12:18:38",publish,"Play It Again Sports - Cinncinnati2",,,0,play-it-again-sports-cinncinnati2,dealer,,closed,closed,0,chris,,,,,,2,1413314179:2,,"9990 Kings Auto Mall Drive",Cincinnati,OH,45249,513-583-0040,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportskingsautomall.com,,,,,,,,,,,,,,,
975,"2014-10-14 12:19:11","2014-10-14 12:19:11",publish,"Play It Again Sports - Clarksville",,,0,play-it-again-sports-clarksville,dealer,,closed,closed,0,chris,,,,,,2,1413314211:2,,"121 Terminal Road",Clarksville,TN,37040,931-645-8033,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsclarksvilletn.com,,,,,,,,,,,,,,,
976,"2014-10-14 12:19:39","2014-10-14 12:19:39",publish,"Play It Again Sports - Columbia, SC",,,0,play-it-again-sports-columbia-sc,dealer,,closed,closed,0,chris,,,,,,2,1413314242:2,,"1270 Bower Parkway",Columbia,SC,29212,803-419-8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,"2014-10-14 12:20:13","2014-10-14 12:20:13",publish,"Play It Again Sports - Concord",,,0,play-it-again-sports-concord,dealer,,closed,closed,0,chris,,,,,,2,1413314276:2,,"1150 Contra Costa Boulevard",Concord,CA,94523,925-8253396,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportspleasanthill.com,,,,,,,,,,,,,,,
978,"2014-10-14 12:20:48","2014-10-14 12:20:48",publish,"Play It Again Sports - Crystal Lake",,,0,play-it-again-sports-crystal-lake,dealer,,closed,closed,0,chris,,,,,,2,1413314308:2,,"6124 Northwest Highway","Crystal Lake",IL,60014,815-459-1717,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportscrystallake.com,,,,,,,,,,,,,,,
979,"2014-10-14 12:21:21","2014-10-14 12:21:21",publish,"Play It Again Sports - Dedham",,,0,play-it-again-sports-dedham,dealer,,closed,closed,0,chris,,,,,,2,1413314342:2,,"630 Washington Street",Dedham,MA,02026,781-493-6796,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsdedham.com,,,,,,,,,,,,,,,
980,"2014-10-14 12:21:55","2014-10-14 12:21:55",publish,"Play It Again Sports - Durham",,,0,play-it-again-sports-durham,dealer,,closed,closed,0,chris,,,,,,2,1413314377:2,,"5318 New Hope Commons Drive",Durham,NC,27707,919-493-7200,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportstriangle.com,,,,,,,,,,,,,,,
981,"2014-10-14 12:22:41","2014-10-14 12:22:41",publish,"Play It Again Sports - Fayetteville",,,0,play-it-again-sports-fayetteville,dealer,,closed,closed,0,chris,,,,,,2,1413314422:2,,"3029 N College",Fayetteville,AR,72703,479-442-7529,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsfayettevillear.com,,,,,,,,,,,,,,,
982,"2014-10-14 12:23:20","2014-10-14 12:23:20",publish,"Play It Again Sports - Fishers",,,0,play-it-again-sports-fishers,dealer,,closed,closed,0,chris,,,,,,2,1413314458:2,,"11681 Olio Road",Fishers,IN,46037,317-288-4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"2014-10-14 12:23:57","2014-10-14 12:23:57",publish,"Play It Again Sports - Florence",,,0,play-it-again-sports-florence,dealer,,closed,closed,0,chris,,,,,,2,1413314495:2,,"8449 US 42",Florence,KY,41042,859-282-6565,,,,,,,,,,,,,,,,,,,,,,,,http://www.playitagainsportsunion.com,,,,,,,,,,,,,,,
